ship_mode,segment,region,category,quantity,discount,shipping_cost,order_priority,return
First Class,Corporate,South,Office Supplies,1,0.0,1.19,Critical,
Standard Class,Consumer,East,Technology,3,0.0,11.56,High,
Standard Class,Consumer,East,Furniture,2,0.0,30.29,High,
Standard Class,Corporate,Central,Office Supplies,4,0.2,0.21,Medium,
Standard Class,Home Office,Central,Office Supplies,6,0.1,4.04,Low,
Standard Class,Consumer,North Asia,Furniture,5,0.0,64.22,Low,
Standard Class,Corporate,Central,Furniture,3,0.1,30.33,Medium,
First Class,Corporate,South,Office Supplies,1,0.0,1.65,Critical,
Standard Class,Corporate,Central,Furniture,3,0.3,2.64,Medium,
Standard Class,Home Office,Central,Office Supplies,2,0.1,6.35,Low,
Standard Class,Corporate,Africa,Office Supplies,1,0.0,1.91,Medium,
Standard Class,Corporate,Africa,Technology,1,0.0,12.58,Medium,
Standard Class,Consumer,Oceania,Office Supplies,4,0.0,18.53,Medium,
Second Class,Consumer,Central,Office Supplies,4,0.0,8.39,Critical,
Second Class,Consumer,Africa,Furniture,8,0.0,242.9,Medium,
Second Class,Consumer,Central,Office Supplies,9,0.1,106.53,Critical,
Standard Class,Corporate,South,Furniture,3,0.2,28.55,Medium,
Standard Class,Consumer,South,Furniture,4,0.6,67.85,High,
Second Class,Consumer,Central,Office Supplies,2,0.0,26.66,Critical,
Standard Class,Corporate,South,Office Supplies,3,0.0,1.25,Medium,
Standard Class,Corporate,South,Technology,4,0.0,82.5,Medium,
Second Class,Consumer,Central,Office Supplies,5,0.0,27.57,Critical,
Second Class,Consumer,Africa,Technology,1,0.0,9.7,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,0.51,Medium,
Standard Class,Corporate,South,Office Supplies,3,0.0,10.98,Medium,
Standard Class,Consumer,South,Furniture,4,0.2,116.24,Medium,
Same Day,Consumer,Central,Office Supplies,2,0.0,4.99,High,
Standard Class,Corporate,South,Furniture,2,0.0,2.0,Medium,
Standard Class,Corporate,South,Technology,9,0.0,211.3,Medium,
Same Day,Consumer,Central,Office Supplies,3,0.4,3.83,Critical,
First Class,Corporate,North,Technology,2,0.0,15.66,Medium,
Standard Class,Corporate,Central,Office Supplies,14,0.0,2.91,Medium,Yes
Standard Class,Corporate,Central,Technology,2,0.0,5.19,Medium,Yes
Second Class,Consumer,West,Office Supplies,2,0.0,11.01,Critical,
Standard Class,Home Office,Central,Technology,2,0.15,54.65,Low,
Standard Class,Home Office,Central,Office Supplies,5,0.0,16.95,Low,
First Class,Corporate,EMEA,Office Supplies,2,0.6,3.22,Critical,
Standard Class,Corporate,Caribbean,Furniture,3,0.4,44.09,Medium,
Second Class,Corporate,North,Office Supplies,5,0.0,13.13,Medium,
Standard Class,Consumer,East,Office Supplies,3,0.0,16.91,Medium,
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,1.41,High,
Standard Class,Home Office,Oceania,Technology,8,0.0,124.57,Medium,
Standard Class,Corporate,Central,Office Supplies,3,0.0,11.57,Low,
Second Class,Corporate,East,Office Supplies,3,0.0,0.8,High,
Standard Class,Home Office,Central,Office Supplies,5,0.1,64.66,Low,
Standard Class,Consumer,East,Furniture,2,0.0,3.97,Medium,
Second Class,Corporate,East,Office Supplies,3,0.0,3.11,High,
Second Class,Corporate,North,Office Supplies,3,0.0,6.15,Medium,
Standard Class,Corporate,Caribbean,Technology,4,0.2,27.29,Medium,
Standard Class,Home Office,Central,Office Supplies,4,0.0,5.6,Medium,
Standard Class,Corporate,Caribbean,Furniture,4,0.5,3.4,Medium,
Standard Class,Corporate,Caribbean,Office Supplies,3,0.2,1.79,Medium,
First Class,Corporate,EMEA,Office Supplies,1,0.6,23.67,Critical,
Standard Class,Corporate,Africa,Office Supplies,6,0.0,59.84,Medium,
Standard Class,Consumer,EMEA,Office Supplies,2,0.6,2.09,High,
Second Class,Consumer,South,Furniture,4,0.6,2.88,Medium,
Standard Class,Corporate,Caribbean,Office Supplies,5,0.2,3.19,Medium,
Standard Class,Consumer,South,Office Supplies,2,0.0,61.35,Medium,
Standard Class,Corporate,Central,Office Supplies,6,0.0,4.52,Low,
Standard Class,Home Office,Oceania,Furniture,8,0.0,26.34,Medium,
Standard Class,Home Office,Central,Technology,3,0.15,29.15,Medium,
Standard Class,Consumer,EMEA,Furniture,1,0.6,1.94,High,
Standard Class,Home Office,Central,Technology,2,0.15,29.13,Low,
First Class,Corporate,EMEA,Office Supplies,4,0.6,4.88,Critical,
Standard Class,Home Office,Central,Technology,1,0.15,8.9,Medium,
Standard Class,Consumer,Central,Office Supplies,3,0.0,7.43,Medium,
Second Class,Corporate,Central,Technology,7,0.0,173.01,Medium,
First Class,Consumer,Central Asia,Office Supplies,3,0.0,7.46,High,
Standard Class,Consumer,Oceania,Technology,1,0.1,9.42,Medium,
Standard Class,Consumer,Oceania,Furniture,1,0.1,4.54,Medium,
Standard Class,Consumer,Central,Office Supplies,3,0.0,6.24,Medium,
Standard Class,Consumer,Central,Office Supplies,3,0.0,3.92,Medium,
Standard Class,Consumer,South,Office Supplies,2,0.2,0.72,Medium,
Standard Class,Consumer,Central,Technology,4,0.15,33.66,Medium,
Standard Class,Home Office,Southeast Asia,Office Supplies,2,0.45,3.8,Low,
Standard Class,Corporate,EMEA,Technology,1,0.6,4.69,Medium,
Standard Class,Consumer,Central,Technology,5,0.0,15.53,Medium,
Standard Class,Corporate,EMEA,Office Supplies,2,0.6,0.3,Medium,
Standard Class,Corporate,EMEA,Office Supplies,1,0.6,0.27,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,0.6,Medium,
Standard Class,Home Office,South,Office Supplies,5,0.0,4.78,Medium,
Standard Class,Home Office,South,Office Supplies,9,0.0,4.77,Medium,
Standard Class,Home Office,South,Office Supplies,3,0.0,1.74,Medium,
Standard Class,Corporate,EMEA,Furniture,2,0.6,1.33,Medium,
Standard Class,Corporate,EMEA,Technology,1,0.6,2.39,Medium,
Standard Class,Home Office,South,Furniture,8,0.6,19.09,Medium,
Standard Class,Corporate,EMEA,Office Supplies,1,0.6,0.24,Medium,
First Class,Home Office,Central,Office Supplies,5,0.0,14.92,High,
Standard Class,Consumer,Canada,Office Supplies,1,0.0,0.57,Medium,
Standard Class,Consumer,EMEA,Furniture,2,0.6,1.67,Medium,
Standard Class,Corporate,Central,Office Supplies,3,0.1,12.68,Medium,
Standard Class,Home Office,South,Furniture,7,0.0,46.77,Medium,
First Class,Consumer,Central Asia,Office Supplies,1,0.0,7.04,High,
First Class,Consumer,Africa,Office Supplies,2,0.7,1.17,High,
Second Class,Corporate,West,Office Supplies,4,0.2,2.15,Medium,
Standard Class,Corporate,East,Furniture,5,0.0,6.71,Medium,
Second Class,Corporate,South,Office Supplies,3,0.0,6.14,Critical,
Standard Class,Home Office,South,Office Supplies,3,0.7,0.51,High,
Standard Class,Corporate,East,Technology,2,0.0,3.22,Medium,
First Class,Corporate,East,Furniture,7,0.0,37.49,Critical,
Standard Class,Corporate,East,Office Supplies,3,0.0,11.98,Medium,
Second Class,Corporate,West,Technology,1,0.0,1.3,Medium,
Second Class,Corporate,West,Office Supplies,5,0.0,54.23,Medium,
Standard Class,Home Office,South,Office Supplies,2,0.7,2.61,High,
Standard Class,Home Office,South,Office Supplies,3,0.2,59.9,High,
Second Class,Corporate,South,Office Supplies,2,0.0,5.49,Critical,
Standard Class,Home Office,EMEA,Office Supplies,1,0.0,1.01,Medium,
Second Class,Corporate,West,Office Supplies,7,0.2,3.86,Medium,
Second Class,Corporate,South,Office Supplies,4,0.0,11.88,Critical,
Standard Class,Consumer,Caribbean,Office Supplies,5,0.0,3.12,High,
Standard Class,Consumer,Oceania,Technology,4,0.1,50.77,Medium,
First Class,Consumer,Oceania,Furniture,5,0.3,339.47,High,
Same Day,Consumer,Canada,Office Supplies,2,0.0,4.73,High,
Standard Class,Corporate,EMEA,Office Supplies,1,0.0,0.98,Medium,
Standard Class,Corporate,EMEA,Office Supplies,6,0.0,7.59,Medium,
Standard Class,Consumer,Africa,Technology,1,0.0,7.73,Medium,
Standard Class,Consumer,West,Technology,5,0.2,23.88,Medium,
Standard Class,Consumer,Africa,Furniture,4,0.0,2.56,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,1.3,High,
Standard Class,Consumer,North,Office Supplies,3,0.0,1.89,Medium,
Standard Class,Consumer,Africa,Office Supplies,12,0.0,36.06,Medium,
Standard Class,Consumer,Africa,Office Supplies,2,0.0,2.59,Medium,
Standard Class,Consumer,Africa,Office Supplies,2,0.0,2.49,Medium,
Standard Class,Corporate,EMEA,Office Supplies,2,0.0,1.57,Medium,
Standard Class,Home Office,Africa,Furniture,4,0.0,124.45,High,
Second Class,Consumer,North,Office Supplies,5,0.0,141.12,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,4.36,Medium,
Standard Class,Home Office,Africa,Office Supplies,1,0.0,1.65,High,
Standard Class,Consumer,Central,Office Supplies,11,0.0,24.61,Medium,
Standard Class,Consumer,EMEA,Furniture,1,0.6,0.69,Medium,
Standard Class,Consumer,Africa,Furniture,1,0.0,0.76,Medium,
Standard Class,Consumer,West,Office Supplies,3,0.0,1.21,Medium,
Standard Class,Consumer,South,Office Supplies,2,0.0,5.6,Low,
Standard Class,Consumer,West,Technology,1,0.0,1.98,Medium,
Standard Class,Consumer,EMEA,Office Supplies,4,0.6,0.6,Medium,
Same Day,Consumer,Canada,Furniture,2,0.0,47.62,High,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,0.91,Medium,
Standard Class,Home Office,Africa,Furniture,2,0.0,12.46,High,
Standard Class,Consumer,South,Office Supplies,3,0.0,3.99,Low,
Standard Class,Corporate,Africa,Furniture,2,0.0,14.73,Medium,
Standard Class,Corporate,Central,Office Supplies,2,0.0,9.62,Medium,
Second Class,Consumer,Central Asia,Technology,3,0.0,14.91,Medium,
Second Class,Consumer,Central Asia,Office Supplies,3,0.0,3.84,Medium,
Standard Class,Consumer,North Asia,Furniture,2,0.0,23.37,Low,
Standard Class,Home Office,Central,Office Supplies,9,0.0,30.04,Medium,
Standard Class,Consumer,Africa,Furniture,2,0.0,3.76,Medium,
Same Day,Consumer,Canada,Office Supplies,1,0.0,8.27,High,
Second Class,Home Office,Africa,Technology,1,0.0,11.84,High,
First Class,Corporate,South,Office Supplies,6,0.0,51.03,Critical,
Second Class,Home Office,Africa,Office Supplies,1,0.0,2.58,High,
First Class,Corporate,South,Furniture,2,0.0,37.08,Critical,
First Class,Corporate,South,Technology,2,0.4,55.02,Critical,
Standard Class,Home Office,Central,Office Supplies,4,0.0,2.16,Medium,
Second Class,Home Office,Africa,Office Supplies,12,0.0,73.51,High,
Standard Class,Consumer,North Asia,Technology,1,0.0,1.38,Medium,
Standard Class,Corporate,East,Office Supplies,3,0.2,6.09,High,
Second Class,Home Office,Africa,Office Supplies,1,0.0,2.41,High,
Standard Class,Corporate,South,Technology,2,0.1,32.13,Medium,
Second Class,Home Office,Africa,Office Supplies,1,0.0,2.51,High,
Standard Class,Consumer,North,Office Supplies,5,0.0,1.93,Medium,
Standard Class,Home Office,North,Technology,4,0.0,10.87,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.7,0.17,Medium,
Standard Class,Home Office,EMEA,Office Supplies,1,0.0,0.61,Medium,
Second Class,Home Office,EMEA,Office Supplies,1,0.0,0.95,High,
Standard Class,Consumer,Africa,Office Supplies,1,0.7,0.7,Medium,
Second Class,Home Office,North,Office Supplies,2,0.0,61.22,High,
Standard Class,Consumer,Africa,Office Supplies,2,0.7,0.3,Medium,
Second Class,Consumer,Caribbean,Technology,6,0.002,81.09,High,
Standard Class,Corporate,South,Furniture,7,0.5,8.59,Medium,
Second Class,Consumer,Caribbean,Furniture,5,0.0,12.86,High,
Same Day,Consumer,North Asia,Furniture,5,0.0,68.0,Medium,
Standard Class,Corporate,South,Technology,10,0.5,46.27,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.0,50.64,Medium,
Standard Class,Corporate,Central,Office Supplies,2,0.0,1.29,High,
Standard Class,Consumer,North,Office Supplies,3,0.0,28.18,Medium,
Second Class,Home Office,North,Office Supplies,4,0.0,7.07,High,
Standard Class,Corporate,South,Furniture,6,0.5,81.82,Medium,
Second Class,Consumer,Central,Office Supplies,2,0.1,16.81,High,
Second Class,Consumer,Caribbean,Office Supplies,1,0.0,3.6,High,
Second Class,Consumer,East,Office Supplies,5,0.2,6.91,Medium,
Standard Class,Consumer,Central,Office Supplies,3,0.0,7.95,Medium,
Standard Class,Consumer,Central,Furniture,6,0.1,63.46,High,
Standard Class,Consumer,Africa,Technology,2,0.7,8.16,Medium,
Same Day,Corporate,South,Office Supplies,6,0.0,25.02,High,
Standard Class,Consumer,Africa,Technology,1,0.7,1.71,Medium,
Standard Class,Corporate,Central,Furniture,1,0.0,2.05,Low,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,6.68,Medium,
First Class,Consumer,South,Furniture,6,0.2,262.11,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.7,1.82,Medium,
Standard Class,Consumer,Africa,Office Supplies,2,0.7,26.3,Medium,
Standard Class,Corporate,Oceania,Office Supplies,1,0.1,0.9,Medium,
Standard Class,Consumer,Africa,Office Supplies,4,0.7,0.62,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.7,0.21,Medium,
Standard Class,Consumer,Central,Office Supplies,3,0.0,0.52,Medium,
Standard Class,Corporate,EMEA,Office Supplies,1,0.6,0.28,Medium,
Standard Class,Consumer,Oceania,Office Supplies,2,0.1,5.12,Medium,
Standard Class,Home Office,Oceania,Office Supplies,7,0.1,10.17,Medium,
Standard Class,Consumer,North,Furniture,2,0.2,11.12,High,
Standard Class,Corporate,EMEA,Office Supplies,4,0.6,31.82,Medium,
Standard Class,Consumer,Central,Technology,11,0.0,28.55,Medium,
First Class,Consumer,South,Furniture,3,0.0,23.48,Medium,
Standard Class,Consumer,Africa,Technology,1,0.7,3.72,Medium,
Same Day,Corporate,South,Furniture,9,0.0,67.44,High,
Standard Class,Consumer,Central,Office Supplies,3,0.4,3.24,Medium,
First Class,Corporate,North Asia,Office Supplies,4,0.0,3.59,High,
Standard Class,Consumer,Central,Office Supplies,4,0.0,16.16,Medium,
Second Class,Home Office,North,Technology,4,0.0,182.84,High,
First Class,Consumer,Africa,Technology,6,0.0,182.38,High,
First Class,Corporate,North Asia,Office Supplies,2,0.0,13.2,High,
First Class,Consumer,EMEA,Office Supplies,6,0.0,50.25,Medium,
Standard Class,Consumer,Central,Office Supplies,6,0.0,2.68,Medium,
First Class,Corporate,North Asia,Office Supplies,4,0.0,11.13,High,
Standard Class,Consumer,Central,Office Supplies,1,0.1,0.73,Medium,
First Class,Corporate,North Asia,Office Supplies,4,0.0,96.84,High,
Standard Class,Consumer,Oceania,Office Supplies,5,0.1,10.61,Medium,
First Class,Corporate,North Asia,Office Supplies,2,0.0,4.35,High,
First Class,Corporate,North Asia,Technology,2,0.0,10.73,High,
Standard Class,Consumer,North,Technology,3,0.0,67.35,Medium,
Same Day,Corporate,Africa,Office Supplies,1,0.0,7.28,Medium,
First Class,Consumer,Africa,Office Supplies,1,0.0,3.22,High,
First Class,Corporate,North Asia,Furniture,1,0.0,12.81,High,
Second Class,Corporate,Oceania,Furniture,2,0.1,21.06,High,
First Class,Corporate,North Asia,Office Supplies,3,0.0,5.99,High,
Standard Class,Consumer,Central,Furniture,2,0.6,3.32,High,
Second Class,Consumer,Central,Office Supplies,3,0.0,7.61,High,
First Class,Corporate,North Asia,Furniture,3,0.0,95.74,High,
Standard Class,Consumer,Oceania,Office Supplies,3,0.1,8.3,Medium,
Second Class,Consumer,Central,Office Supplies,14,0.1,81.09,High,Yes
First Class,Home Office,Oceania,Furniture,2,0.1,51.24,High,
Standard Class,Consumer,Central,Office Supplies,2,0.0,1.59,Medium,
First Class,Corporate,North Asia,Furniture,2,0.0,19.32,High,
Standard Class,Consumer,North,Office Supplies,2,0.0,9.7,Medium,
Standard Class,Consumer,Southeast Asia,Furniture,2,0.27,11.16,High,
First Class,Corporate,North Asia,Furniture,2,0.0,16.71,High,
Standard Class,Home Office,North,Office Supplies,2,0.0,1.52,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.1,2.31,Medium,
Second Class,Home Office,North,Office Supplies,10,0.0,730.91,High,
Standard Class,Corporate,EMEA,Office Supplies,1,0.6,0.4,Medium,
Standard Class,Consumer,Oceania,Office Supplies,3,0.1,1.79,Medium,
First Class,Corporate,North Asia,Office Supplies,3,0.0,3.83,High,
Standard Class,Consumer,Oceania,Office Supplies,7,0.1,9.01,Medium,
Standard Class,Consumer,Oceania,Technology,2,0.1,6.37,Medium,
First Class,Consumer,East,Office Supplies,3,0.0,34.37,Medium,
Standard Class,Consumer,Southeast Asia,Technology,8,0.07,255.36,High,
First Class,Corporate,North Asia,Office Supplies,4,0.0,10.84,High,
First Class,Consumer,North,Office Supplies,2,0.0,6.73,Medium,
Same Day,Consumer,Central,Office Supplies,2,0.5,0.92,High,
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,1.33,Medium,
First Class,Consumer,North,Office Supplies,2,0.0,6.38,Medium,
Second Class,Home Office,Africa,Office Supplies,2,0.0,3.64,High,
Standard Class,Consumer,Central,Office Supplies,5,0.0,9.73,High,
First Class,Consumer,Central,Office Supplies,3,0.0,7.16,Medium,
First Class,Consumer,Central,Office Supplies,10,0.1,52.56,High,
Standard Class,Consumer,North,Office Supplies,5,0.0,6.69,Medium,
Standard Class,Consumer,North,Office Supplies,6,0.0,4.75,Medium,
First Class,Consumer,Central,Office Supplies,3,0.1,6.05,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.0,1.9,High,
Standard Class,Consumer,Central,Office Supplies,1,0.0,1.64,High,
Standard Class,Consumer,Central,Furniture,4,0.0,27.66,High,
Standard Class,Consumer,EMEA,Office Supplies,1,0.0,3.75,Low,
Standard Class,Consumer,Central,Furniture,1,0.0,10.14,High,
First Class,Consumer,Central,Office Supplies,3,0.1,53.34,Medium,
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,0.46,Medium,
Standard Class,Corporate,East,Office Supplies,6,0.0,4.66,Low,
First Class,Consumer,South,Office Supplies,4,0.0,4.31,Critical,
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,0.38,Medium,
Second Class,Home Office,Canada,Technology,1,0.0,31.3,High,
Standard Class,Consumer,Central,Technology,2,0.0,15.97,Medium,
First Class,Home Office,Central,Office Supplies,3,0.0,2.78,High,
Second Class,Home Office,Canada,Office Supplies,6,0.0,24.71,High,
Second Class,Consumer,Central,Office Supplies,7,0.0,5.02,Medium,
Second Class,Corporate,Central,Office Supplies,2,0.1,106.15,High,
Standard Class,Corporate,Central,Office Supplies,2,0.0,1.04,Medium,
Standard Class,Corporate,Central,Technology,2,0.0,7.77,Medium,
Standard Class,Consumer,Central,Furniture,7,0.1,14.17,Medium,
Second Class,Consumer,Central,Office Supplies,3,0.0,3.59,Critical,Yes
Second Class,Home Office,Canada,Office Supplies,1,0.0,1.44,High,
Standard Class,Corporate,Central,Office Supplies,4,0.0,1.75,Medium,
Standard Class,Corporate,Central,Technology,5,0.2,18.31,Medium,
Second Class,Home Office,Canada,Technology,1,0.0,62.0,High,
First Class,Consumer,West,Office Supplies,2,0.0,14.24,High,
Standard Class,Consumer,North,Office Supplies,5,0.1,61.47,Low,
Standard Class,Corporate,Central,Technology,2,0.2,0.62,Medium,
Standard Class,Corporate,Central,Technology,3,0.2,17.23,Medium,
Standard Class,Corporate,Central,Furniture,7,0.0,62.7,Medium,
Standard Class,Consumer,Central,Office Supplies,1,0.5,0.78,Medium,
Standard Class,Consumer,Central,Office Supplies,4,0.0,3.12,Medium,
Standard Class,Consumer,Central,Office Supplies,7,0.0,8.35,Medium,
Standard Class,Consumer,Central,Office Supplies,1,0.0,1.66,Medium,
Second Class,Consumer,Central,Office Supplies,5,0.0,19.67,Critical,Yes
Standard Class,Consumer,South,Furniture,4,0.0,107.39,Low,
Same Day,Home Office,Central,Office Supplies,7,0.0,15.63,Medium,
Standard Class,Consumer,Southeast Asia,Furniture,6,0.27,16.0,Medium,
Second Class,Corporate,Central,Office Supplies,2,0.0,1.61,Medium,
Standard Class,Consumer,Southeast Asia,Furniture,2,0.27,3.45,Medium,
Standard Class,Consumer,Southeast Asia,Office Supplies,3,0.17,1.47,Medium,
Second Class,Corporate,Central,Technology,3,0.0,22.96,Medium,
Second Class,Consumer,EMEA,Furniture,1,0.0,26.15,Medium,
Standard Class,Corporate,Oceania,Furniture,4,0.4,7.38,Medium,
Second Class,Home Office,South,Office Supplies,3,0.0,1.91,Medium,
Standard Class,Home Office,EMEA,Office Supplies,4,0.0,11.44,Medium,
